id;Year;Title;WorldwideBox_office;DomesticBox_office;InternationalBox_office;production_cost;Runtime;release_date;Genre_1;Genre_2;Genre_3;original_language;popularity;Production_Companies;vote_average;vote_count;Cast;Director;IMDB_Rating;Metascore
671;2001;Harry Potter and the Philosopher's Stone;976475550;3188869620;;125000000;152;11;Adventure;Fantasy;Family;en;184584;Warner Bros. Pictures;79;26437;Daniel Radcliffe, Rupert Grint, Emma Watson;Chris Columbus;760;650
138843;2013;The Conjuring;320400000;1374463680;;13000000;112;7;Horror;Thriller;;en;107162;Evergreen Media Group;7541;11075;Patrick Wilson, Vera Farmiga, Ron Livingston;James Wan;750;680
139038;2013;A Haunted House;60141683;400416830;;2500000;86;1;Comedy;Horror;;en;37689;Open Road Films;59;1783;Marlon Wayans, Essence Atkins, Marlene Forte;Michael Tiddes;500;200
139948;2012;Burn;111300;11092760;;225000;86;11;Documentary;Documentary;;en;2201;Apostle;74;24;Donald Austin, Brendan Doogie Milewski, Craig Dougherty;Tom Putnam, Brenna Sanchez;740;820
140300;2016;Kung Fu Panda 3;521170825;1435286190;;145000000;95;1;Action;Adventure;Animation;en;147107;DreamWorks Animation;6907;5704;Jack Black, Bryan Cranston, Dustin Hoffman;Alessandro Carloni, Jennifer Yuh Nelson;710;660
140823;2013;Saving Mr. Banks;112544580;833015800;;35000000;125;11;Comedy;Drama;History;en;16758;Hopscotch Features;7349;3198;Emma Thompson, Tom Hanks, Annie Rose Buckley;John Lee Hancock;750;650
144336;2014;Sabotage;22100000;105085180;;35000000;110;3;Action;Drama;Thriller;en;30694;Open Road Films;56;1357;Arnold Schwarzenegger, Sam Worthington, Terrence Howard;David Ayer;570;410
144340;2013;Admission;18600000;180073170;;13000000;107;3;Comedy;Drama;Romance;en;12214;Focus Features;56;593;Tina Fey, Paul Rudd, Nat Wolff;Paul Weitz;570;480
145220;2014;Muppets Most Wanted;80400000;511831130;;50000000;107;3;Comedy;Adventure;Crime;en;18207;Walt Disney Pictures;63;779;Ricky Gervais, Ty Burrell, Tina Fey;James Bobin;640;610
146198;2016;Triple 9;12600000;126392970;;20000000;115;2;Action;Crime;Adventure;en;25718;Surefire Capital;5969;2041;Casey Affleck, Chiwetel Ejiofor, Anthony Mackie;John Hillcoat;630;520
146203;2013;The Last Exorcism Part II;15200000;151793020;;5000000;88;2;Horror;Thriller;;en;21526;CBS Films;46;513;Ashley Bell, Julia Garner, Spencer Treat Clark;Ed Gass-Donnelly;400;350
146216;2013;RED 2;148100000;532625600;;84000000;116;7;Action;Comedy;Crime;en;24857;di Bonaventura Pictures;65;3870;Bruce Willis, Helen Mirren, John Malkovich;Dean Parisot;660;470
146227;2013;Getaway;10501938;105019380;;18000000;90;8;Action;Crime;;en;1596;Saints LA;50;599;Ethan Hawke, Selena Gomez, Jon Voight;Courtney Solomon;440;220
146233;2013;Prisoners;122126687;610023020;;46000000;153;9;Drama;Thriller;Crime;en;54195;Alcon Entertainment;8094;11264;Hugh Jackman, Jake Gyllenhaal, Viola Davis;Denis Villeneuve;820;700
146238;2013;Runner Runner;62600000;193166460;;30000000;91;9;Crime;Thriller;Drama;en;15235;Regency Enterprises;56;1194;Ben Affleck, Justin Timberlake, Gemma Arterton;Brad Furman;560;360
146239;2013;Delivery Man;51164106;306641060;;26000000;105;10;Comedy;;;en;16122;DreamWorks Pictures;62;1417;Vince Vaughn, Chris Pratt, Cobie Smulders;Ken Scott;630;440
146304;2013;The Best Man Holiday;71625195;705251950;;17000000;123;11;Comedy;;;en;9077;Universal Pictures;66;248;Monica Calhoun, Morris Chestnut, Melissa De Sousa;Malcolm D. Lee;660;590
147441;2014;Exodus: Gods and Kings;268031828;650145130;;140000000;150;12;Adventure;Drama;Action;en;78737;20th Century Fox;5863;4398;Christian Bale, Joel Edgerton, Ben Kingsley;Ridley Scott;600;520
147767;2012;Khiladi 786;126;3794660;;0;139;12;Action;Comedy;;hi;7333;Hari Om Entertainment;46;37;Akshay Kumar, Asin Thottumkal, Mithun Chakraborty;Ashish R. Mohan;430;
147773;2013;The Way Way Back;23198652;215065460;;4600000;103;6;Comedy;Drama;;en;11852;Sycamore Pictures;7153;1699;Steve Carell, Toni Collette, Allison Janney;Nat Faxon, Jim Rash;740;680
150540;2015;Inside Out;857611174;3569217110;;175000000;95;6;Animation;Family;Adventure;en;173735;Pixar;7916;20218;Amy Poehler, Bill Hader, Lewis Black;Pete Docter, Ronnie Del Carmen;810;940
150689;2015;Cinderella;543514353;2011513530;;95000000;105;3;Romance;Fantasy;Family;en;97643;Walt Disney Pictures;68;6877;Lily James, Cate Blanchett, Richard Madden;Kenneth Branagh;690;670
152532;2013;Dallas Buyers Club;55736588;272982850;;5000000;117;11;Drama;History;;en;22827;Truth Entertainment;7929;8237;Matthew McConaughey, Jennifer Garner, Jared Leto;Jean-Marc Vallée;790;770
152599;2013;The Immigrant;5867686;20253280;;16000000;117;11;Drama;Romance;;en;1534;Kingsgate Films;6307;796;Marion Cotillard, Joaquin Phoenix, Jeremy Renner;James Gray;660;770
152601;2013;Her;47351251;255682510;;23000000;126;12;Romance;Science Fiction;Drama;en;48583;Annapurna Pictures;7858;13815;Joaquin Phoenix, Amy Adams, Scarlett Johansson;Spike Jonze;800;910
152737;2013;August: Osage County;74188937;377388100;;25000000;121;12;Comedy;Drama;;en;16597;Jean Doumanian Productions;68;1417;Meryl Streep, Dermot Mulroney, Julia Roberts;John Wells;720;580
152742;2013;The Best Offer;19255873;1000350;;13500000;131;1;Drama;Romance;Crime;it;21911;Regione Lazio;783;2745;Geoffrey Rush, Jim Sturgess, Sylvia Hoeks;Giuseppe Tornatore;780;490
152747;2013;All Is Lost;6108720;62636700;;9000000;106;8;Action;Adventure;Drama;en;13844;Before the Door Pictures;6639;1548;Robert Redford;J.C. Chandor;690;870
152760;2014;The Monuments Men;154984035;780316200;;70000000;118;1;War;Drama;History;en;23298;Columbia Pictures;6048;3457;George Clooney, Matt Damon, Bill Murray;George Clooney;610;520
153518;2016;The Angry Birds Movie;349779543;1075093660;;73000000;97;5;Animation;Adventure;Comedy;en;53237;Columbia Pictures;62;3498;Jason Sudeikis, Josh Gad, Danny McBride;Clay Kaytis, Fergal Reilly;630;430
156022;2014;The Equalizer;192330738;1015307380;;55000000;132;9;Thriller;Action;Crime;en;96355;Lonetree Entertainment;7271;8669;Denzel Washington, Marton Csokas, Chloë Grace Moretz;Antoine Fuqua;720;570
157293;2013;ABCD;222000;2220980;;0;136;2;Drama;Music;;hi;6759;UTV Motion Pictures;59;47;Prabhu Deva, Ganesh Acharya, Kay Kay Menon;Remo D'Souza;630;
157336;2014;Interstellar;701729206;1880200170;;165000000;169;11;Adventure;Drama;Science Fiction;en;2364;Legendary Pictures;8433;34095;Matthew McConaughey, Anne Hathaway, Jessica Chastain;Christopher Nolan;870;740
157350;2014;Divergent;288885818;1509478950;;85000000;139;3;Action;Adventure;Science Fiction;en;50644;Summit Entertainment;692;12438;Shailene Woodley, Theo James, Kate Winslet;Neil Burger;660;480
157353;2014;Transcendence;103039258;230223090;;100000000;119;4;Thriller;Science Fiction;Drama;en;28947;DMG Entertainment;6034;5247;Johnny Depp, Rebecca Hall, Morgan Freeman;Wally Pfister;620;420
157354;2013;Fruitvale Station;17600000;161013390;;900000;82;7;Drama;;;en;20357;Significant Productions;7361;1227;Michael B. Jordan, Melonie Diaz, Octavia Spencer;Ryan Coogler;750;850
157386;2013;The Spectacular Now;6854611;68546110;;2500000;95;8;Comedy;Drama;Romance;en;24165;Global Produce;6648;2784;Miles Teller, Shailene Woodley, Kyle Chandler;James Ponsoldt;700;820
157544;2015;The Vatican Tapes;1784763;17847630;;13000000;91;7;Thriller;Horror;;en;24767;Lionsgate;53;729;Olivia Taylor Dudley, Michael Peña, Dougray Scott;Mark Neveldine;470;380
157547;2013;Oculus;44459951;276952460;;5000000;104;9;Horror;;;en;53499;MICA Entertainment;6441;2816;Karen Gillan, Brenton Thwaites, Katee Sackhoff;Mike Flanagan;650;610
157841;2013;The Young and Prodigious T.S. Spivet;9494789;1735640;;33000000;105;10;Adventure;Drama;Family;en;15576;Epithète Films;68;761;Helena Bonham Carter, Judy Davis, Callum Keith Rennie;Jean-Pierre Jeunet;700;530
157849;2014;A Most Wanted Man;31554855;172378550;;15000000;121;7;Thriller;;;en;15951;Amusement Park Films;6469;1300;Philip Seymour Hoffman, Rachel McAdams, Daniel Brühl;Anton Corbijn;670;730
158011;2013;The Call;68572378;518723780;;13000000;94;3;Crime;Thriller;;en;31717;TriStar Pictures;68;2797;Halle Berry, Evie Thompson, Abigail Breslin;Brad Anderson;670;510
158015;2013;The Purge;89328627;644731150;;3000000;86;5;Science Fiction;Horror;Thriller;en;47338;Universal Pictures;6256;8117;Ethan Hawke, Lena Headey, Max Burkholder;James DeMonaco;570;410
158852;2015;Tomorrowland;209200000;934363220;;190000000;130;5;Adventure;Family;Mystery;en;76361;Walt Disney Pictures;63;6772;George Clooney, Britt Robertson, Hugh Laurie;Brad Bird;640;600
159014;2013;20 Feet from Stardom;5892466;49464450;;1000000;89;6;Documentary;Music;;en;7656;Tremolo Productions;72;228;Darlene Love, Merry Clayton, Lisa Fischer;Morgan Neville;740;830
159824;2015;Hotel Transylvania 2;473200000;1697001100;;80000000;89;9;Animation;Comedy;Family;en;62071;Columbia Pictures;68;5513;Adam Sandler, Andy Samberg, Selena Gomez;Genndy Tartakovsky;660;440
160588;2013;Blue Jasmine;99200000;334054810;;18000000;99;8;Drama;Drama;;en;19412;Gravier Productions;6996;3323;Cate Blanchett, Alec Baldwin, Peter Sarsgaard;Woody Allen;730;780
162903;2013;The Fifth Estate;8555008;32550080;;28000000;128;10;Drama;Thriller;;en;14593;Participant;60;966;Benedict Cumberbatch, Daniel Brühl, Carice van Houten;Bill Condon;620;490
164457;2013;Out of the Furnace;15400000;113308490;;22000000;116;11;Thriller;Drama;Crime;en;1772;Energy Entertainment;6571;1874;Christian Bale, Casey Affleck, Zoe Saldana;Scott Cooper;670;630
164558;2013;One Direction: This Is Us;68500000;288733740;;10000000;107;8;Documentary;Music;;en;12063;TriStar Pictures;83;1001;Liam Payne, Harry Styles, Zayn Malik;Morgan Spurlock;430;490
166424;2015;Fantastic Four;167977596;561175480;;120000000;100;8;Action;Adventure;Science Fiction;en;38534;20th Century Fox;4416;5790;Miles Teller, Kate Mara, Michael B. Jordan;Josh Trank;430;270
167073;2015;Brooklyn;62076141;383227430;;11000000;111;10;Romance;Drama;;en;43768;Wildgaze Films;731;2993;Saoirse Ronan, Emory Cohen, Domhnall Gleeson;John Crowley;750;880
168530;2014;Ride Along;153997819;1349382000;;25000000;99;1;Action;Comedy;;en;2271;Rainforest Entertainment;6252;2168;Ice Cube, Kevin Hart, Tika Sumpter;Tim Story;610;410
168672;2013;American Hustle;251171807;1501178070;;40000000;138;12;Drama;Crime;;en;2164;Annapurna Pictures;69;7031;Christian Bale, Amy Adams, Bradley Cooper;David O. Russell;720;900
168705;2005;BloodRayne;3650275;24054200;;25000000;95;10;Fantasy;Adventure;Fantasy;en;15518;Boll KG;41;521;Kristanna Loken, Ben Kingsley, Michelle Rodriguez;Uwe Boll;300;180
169917;2014;A Walk Among the Tombstones;58834384;263076000;;28000000;114;9;Crime;Drama;Mystery;en;32558;Traveling Picture Show Company;6324;2709;Liam Neeson, Dan Stevens, David Harbour;Scott Frank;650;570
170687;2014;The Boxtrolls;108255770;508373050;;60000000;97;9;Animation;Comedy;Family;en;26049;Laika;67;1605;Ben Kingsley, Jared Harris, Nick Frost;Graham Annable, Anthony Stacchi;680;610
171274;2014;Inherent Vice;14710975;81109750;;20000000;149;12;Drama;Mystery;Comedy;en;39731;Warner Bros. Pictures;6576;2389;Joaquin Phoenix, Josh Brolin, Owen Wilson;Paul Thomas Anderson;660;810
172385;2014;Rio 2;500200000;1315384350;;103000000;101;3;Animation;Adventure;Comedy;en;5286;Blue Sky Studios;65;3344;Jesse Eisenberg, Anne Hathaway, Jemaine Clement;Carlos Saldanha;630;490
172533;2013;Drinking Buddies;343341;3433410;;0;90;8;Romance;Drama;Comedy;en;9383;Burn Later Productions;59;772;Olivia Wilde, Jake Johnson, Anna Kendrick;Joe Swanberg;610;710
175528;2013;Baggage Claim;22456509;215695090;;8500000;96;9;Romance;Comedy;;en;16437;Sneak Preview Productions;53;187;Paula Patton, Taye Diggs, Jill Scott;David E. Talbert;510;340
175541;2013;Black Nativity;7018189;70181890;;17500000;93;11;Music;Drama;;en;668;Malvern Pictures;52;55;Forest Whitaker, Angela Bassett, Jennifer Hudson;Kasi Lemmons;480;480
175555;2013;A Madea Christmas;53396635;525433540;;25000000;100;12;Comedy;Drama;;en;6082;Lionsgate;64;131;Tyler Perry, Chad Michael Murray, Tika Sumpter;Tyler Perry;500;280
175574;2013;Free Birds;110000000;557504800;;55000000;91;10;Animation;Comedy;Family;en;22536;Reel FX Creative Studios;59;741;Woody Harrelson, Owen Wilson, Dan Fogler;Jimmy Hayward;580;380
176124;2013;Home Run;2861020;28610200;;1200000;114;4;Drama;;;en;5672;Provident Films;63;55;Scott Elrod, Dorian Brown Pham, Charles Henry Wyson;David Boyd;590;
177572;2014;Big Hero 6;657827828;2225278280;;165000000;102;10;Adventure;Family;Animation;en;112298;Walt Disney Pictures;7735;15138;Ryan Potter, Scott Adsit, Jamie Chung;Don Hall, Chris Williams;780;740
177677;2015;Mission: Impossible - Rogue Nation;682700000;1950423770;;150000000;131;7;Action;Adventure;Thriller;en;63985;Paramount;7196;8493;Tom Cruise, Rebecca Ferguson, Jeremy Renner;Christopher McQuarrie;740;750
179144;2013;The Great Beauty;24930592;28524000;;9200000;142;5;Drama;Drama;;it;17561;France 2 Cinéma;75;2988;Toni Servillo, Carlo Verdone, Sabrina Ferilli;Paolo Sorrentino;770;860
181283;2015;Child 44;3324330;12243300;;50000000;137;3;Crime;Thriller;;en;2682;Summit Entertainment;6272;1590;Tom Hardy, Gary Oldman, Noomi Rapace;Daniel Espinosa;640;410
181330;2013;Kevin Hart: Let Me Explain;32230907;322440510;;0;74;7;Comedy;Documentary;;en;824;HartBeat Productions;68;193;Kevin Hart, Harry Ratchford, Will 'Spank' Horton;Leslie Small, Tim Story;670;530
181533;2014;Night at the Museum: Secret of the Tomb;363204635;1137466210;;127000000;98;12;Adventure;Comedy;Fantasy;en;49977;Moving Picture Company;62;5663;Ben Stiller, Robin Williams, Owen Wilson;Shawn Levy;620;470
184098;2014;Think Like a Man Too;70181428;651821820;;24000000;105;6;Comedy;Romance;;en;19034;Will Packer Productions;64;532;Kevin Hart, Gabrielle Union, Wendi McLendon-Covey;Tim Story;570;380
184315;2014;Hercules;244819862;726886140;;100000000;99;7;Action;Adventure;;en;61927;Paramount;5763;3935;Dwayne Johnson, John Hurt, Ian McShane;Brett Ratner;600;470
184341;2016;Hands of Stone;5000000;47127920;;20000000;105;8;Drama;;;en;21477;La Piedra Films;65;381;Edgar Ramírez, Usher, Robert De Niro;Jonathan Jakubowicz;660;540
184345;2014;A Haunted House 2;25343661;173294860;;4000000;87;4;Comedy;Horror;;en;67963;Automatik Entertainment;61;1351;Marlon Wayans, Jaime Pressly, Cedric The Entertainer;Michael Tiddes;470;170
184346;2014;Deliver Us from Evil;87937815;305771220;;30000000;118;7;Thriller;Crime;Horror;en;28517;LStar Capital;62;1962;Eric Bana, Edgar Ramírez, Olivia Munn;Scott Derrickson;620;400
185008;2013;Yeh Jawaani Hai Deewani;46000000;38274660;;7700000;160;5;Romance;Comedy;;hi;129;Dharma Productions;72;243;Ranbir Kapoor, Deepika Padukone, Aditya Roy Kapoor;Ayan Mukerji;720;
187017;2014;22 Jump Street;331333876;1917193370;;50000000;112;6;Crime;Comedy;Action;en;38716;Columbia Pictures;684;7679;Channing Tatum, Jonah Hill, Ice Cube;Phil Lord, Christopher Miller;700;710
188161;2014;A Million Ways to Die in the West;86400000;431393000;;40000000;116;5;Comedy;Western;;en;26552;RGB Media;6027;3924;Seth MacFarlane, Charlize Theron, Liam Neeson;Seth MacFarlane;610;440
188207;2014;The Legend of Hercules;61279452;188485380;;70000000;99;1;Action;Adventure;;en;27008;Millennium Media;4779;1273;Kellan Lutz, Gaia Weiss, Scott Adkins;Renny Harlin;420;220
188927;2016;Star Trek Beyond;343500000;1588483400;;185000000;122;7;Action;Adventure;Science Fiction;en;66859;Skydance Media;6783;6422;Chris Pine, Zachary Quinto, Karl Urban;Justin Lin;700;680
190847;2013;The Last Days on Mars;24084;240840;;10600000;98;8;Science Fiction;Thriller;Horror;en;12035;BFI;55;769;Liev Schreiber, Elias Koteas, Romola Garai;Ruairi Robinson;550;460
190859;2014;American Sniper;542300000;3501590200;;58800000;133;12;War;Action;;en;78313;Warner Bros. Pictures;7431;12482;Bradley Cooper, Sienna Miller, Kyle Gallner;Clint Eastwood;730;720
190955;2013;Blood Ties;2415472;424720;;25500000;128;8;Thriller;Crime;Drama;en;17264;Chi-Fou-Mi Productions;61;449;Clive Owen, Marion Cotillard, Billy Crudup;Guillaume Canet;650;450
191714;2013;The Lunchbox;17240000;42351510;;3400000;104;9;Drama;Romance;;hi;12964;UTV Motion Pictures;73;667;Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui;Ritesh Batra;780;760
192102;2014;3 Days to Kill;53260230;306979990;;28000000;113;2;Action;Drama;Thriller;en;32278;Wonderland Sound and Vision;61;2077;Kevin Costner, Hailee Steinfeld, Connie Nielsen;McG;620;400
192134;2013;Dom Hemingway;1300000;5235110;;7000000;93;11;Comedy;Crime;Drama;en;13244;Pinewood Studios;58;484;Jude Law, Richard E. Grant, Demián Bichir;Richard Shepard;610;550
192136;2013;Mandela: Long Walk to Freedom;27300000;83230850;;35000000;141;11;Drama;History;;en;11002;Videovision Entertainment;68;506;Idris Elba, Naomie Harris, Terry Pheto;Justin Chadwick;710;600
192141;2015;No Escape;54400000;272888720;;5000000;103;8;Thriller;Thriller;;en;2856;Living Films;6911;2427;Lake Bell, Pierce Brosnan, Owen Wilson;John Erick Dowdle;670;380
193610;2014;The Other Woman;196800000;839111930;;40000000;109;4;Comedy;Romance;;en;25601;LBI Productions;6423;3440;Cameron Diaz, Leslie Mann, Kate Upton;Nick Cassavetes;600;390
193613;2013;Metallica: Through the Never;7972967;34199670;;18000000;93;9;Music;;;en;10316;Exclusive Media;68;270;Dane DeHaan, James Hetfield, Lars Ulrich;Nimród Antal;710;610
193756;2013;Lone Survivor;149295601;1250956010;;40000000;121;12;War;Action;Drama;en;42655;EFO Films;7431;4099;Mark Wahlberg, Taylor Kitsch, Emile Hirsch;Peter Berg;750;600
193893;2014;Let's Be Cops;136600000;823907740;;17000000;104;8;Comedy;;;en;42604;WideAwake Pictures;65;2673;Jake Johnson, Damon Wayans Jr., Rob Riggle;Luke Greenfield;640;300
194662;2014;Birdman or (The Unexpected Virtue of Ignorance);103215094;423405980;;18000000;120;10;Drama;Comedy;;en;52725;TSG Entertainment;7466;12467;Michael Keaton, Zach Galifianakis, Edward Norton;Alejandro G. Iñárritu;770;870
195589;2014;Neighbors;270700000;1501574000;;18000000;97;5;Comedy;;;en;36156;Good Universe;6183;6737;Seth Rogen, Rose Byrne, Zac Efron;Nicholas Stoller;630;680
196867;2014;Annie;133800000;859112620;;65000000;119;12;Comedy;Drama;Family;en;43693;Marcy Media;62;1242;Quvenzhané Wallis, Cameron Diaz, Jamie Foxx;Will Gluck;530;330
198184;2015;Chappie;104399548;315692680;;49000000;120;3;Crime;Action;Science Fiction;en;110726;Columbia Pictures;6777;7652;Sharlto Copley, Dev Patel, Hugh Jackman;Neill Blomkamp;680;410
198185;2014;Million Dollar Arm;38307627;364576270;;25000000;124;5;Drama;;;en;15919;Walt Disney Pictures;67;590;Jon Hamm, Aasif Mandvi, Alan Arkin;Craig Gillespie;700;560
198277;2013;Begin Again;63500000;161706320;;8000000;104;9;Comedy;Music;Romance;en;21314;Likely Story;72;3655;Keira Knightley, Mark Ruffalo, Adam Levine;John Carney;740;620
198663;2014;The Maze Runner;348319861;1024278620;;34000000;113;9;Action;Mystery;Science Fiction;en;182949;Ingenious Media;7179;16424;Dylan O'Brien, Kaya Scodelario, Will Poulter;Wes Ball;680;570
200505;2014;Draft Day;28831145;288422370;;25000000;110;4;Drama;;;en;17852;Lionsgate;67;878;Kevin Costner, Chadwick Boseman, Jennifer Garner;Ivan Reitman;680;540
201088;2015;Blackhat;17752940;80059800;;70000000;133;1;Crime;Thriller;Action;en;35828;Legendary Pictures;55;1951;Chris Hemsworth, Viola Davis, Tang Wei;Michael Mann;550;510
202575;2013;The House of Magic;64197205;40910;;34000000;86;12;Family;Fantasy;Animation;en;25156;nWave Pictures;64;333;Cinda Adams, George Babbit, Brianne Brozey;Jérémie Degruson, Ben Stassen, Mimi Maynard;620;470
203801;2015;The Man from U.N.C.L.E.;108100000;454451090;;75000000;116;8;Comedy;Action;Adventure;en;34842;Wigram Productions;71;6102;Henry Cavill, Armie Hammer, Alicia Vikander;Guy Ritchie;720;560
203833;2013;The Book Thief;76586316;214884810;;0;131;11;Drama;;;en;22036;Studio Babelsberg;7488;4209;Sophie Nélisse, Geoffrey Rush, Emily Watson;Brian Percival;750;530
204082;2013;Homefront;43058898;201588980;;22000000;100;11;Action;Thriller;;en;84556;Open Road Films;70;3360;Jason Statham, James Franco, Winona Ryder;Gary Fleder;650;400
204922;2014;Before I Go to Sleep;15447154;32424570;;22000000;92;9;Thriller;Mystery;;en;33026;StudioCanal;65;1934;Nicole Kidman, Colin Firth, Mark Strong;Rowan Joffe;630;410
205220;2013;Philomena;100100000;377099790;;12000000;98;11;Drama;;;en;11499;Baby Cow Productions;74;1548;Judi Dench, Steve Coogan, Sophie Kennedy Clark;Stephen Frears;760;770
205584;2016;Gods of Egypt;150680864;311534640;;140000000;127;2;Action;Adventure;Fantasy;en;5424;Thunder Road;57;3937;Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler;Alex Proyas;540;250
205587;2014;The Judge;83700000;471193880;;50000000;141;10;Drama;;;en;92313;Village Roadshow Pictures;7306;3880;Robert Downey Jr., Robert Duvall, Vera Farmiga;David Dobkin;740;480
205588;2016;Our Kind of Traitor;9930095;31531570;;4000000;108;5;Thriller;;;en;15658;StudioCanal;61;523;Carlos Acosta, Radivoje Bukvic, Stellan Skarsgård;Susanna White;620;570
205596;2014;The Imitation Game;233600000;911256830;;14000000;113;11;History;Drama;Thriller;en;782;Bristol Automotive;8004;16504;Benedict Cumberbatch, Keira Knightley, Matthew Goode;Morten Tyldum;800;710
205775;2015;In the Heart of the Sea;93900000;250207580;;100000000;122;12;Thriller;Drama;Adventure;en;25866;Imagine Entertainment;6754;3967;Chris Hemsworth, Cillian Murphy, Brendan Gleeson;Ron Howard;690;470
206296;2014;The Last Five Years;292092;1454270;;3500000;94;11;Comedy;Drama;Music;en;11113;RADiUS-TWC;59;332;Anna Kendrick, Jeremy Jordan, Tamara Mintz;Richard LaGravenese;580;600
206412;2000;Lisa Picard Is Famous;112521;1125210;;0;90;5;Comedy;Drama;;en;2355;GreeneStreet Films;57;7;Laura Kirk, Nat DeWolf, Griffin Dunne;Griffin Dunne;550;570
